Drugid;Navn;Lægemiddelform;Styrketekst;AktiveSubstanser;MftIndehaver;ATC-kode;Godkendt procedure;Godkendt rolle;Registreringsdato;Er i Medicinpriser;;
28103268901;Actraphane 40 Penfill;injektionsvæske, suspension, flerdosispen;100 IU/ml;INSULIN (isofaninsulin) HUMAN, Insulin, humant (rDNA);Novo Nordisk A/S;A10AD01;Central;RAP;07-10-2002;Nej;;
28103269001;Actraphane 50 Penfill;injektionsvæske, suspension, flerdosispen;100 IU/ml;INSULIN (isofaninsulin) HUMAN, Insulin, humant (rDNA);Novo Nordisk A/S;A10AD01;Central;RAP;07-10-2002;Nej;;
28103253301;Actrapid;injektionsvæske, opløsning, hætteglas;100 IE/ml;Insulin, humant (rDNA);Novo Nordisk A/S;A10AB01;Central;RAP;07-10-2002;Ja;;
28103253201;Actrapid;injektionsvæske, opløsning, hætteglas;40 IE/ml;Insulin, humant (rDNA);Novo Nordisk A/S;A10AB01;Central;RAP;07-10-2002;Nej;;
28103253701;Actrapid FlexPen;injektionsvæske, opløsning i fyldt pen;100 IE/ml;Insulin, humant (rDNA);Novo Nordisk A/S;A10AB01;Central;RAP;07-10-2002;Nej;;
28103253601;Actrapid InnoLet;injektionsvæske, opløsning i fyldt pen;100 IE/ml;Insulin, humant (rDNA);Novo Nordisk A/S;A10AB01;Central;RAP;07-10-2002;Nej;;
28103253401;Actrapid Penfill;injektionsvæske, opløsning i cylinderampul;100 IE/ml;Insulin, humant (rDNA);Novo Nordisk A/S;A10AB01;Central;RAP;07-10-2002;Ja;;
28101575493;Acular;øjendråber, opløsning;5 mg/ml;Ketorolactrometamol;AbbVie A/S;S01BC05;National;DKMA;26-02-1996;Ja;;
28104998811;Acular;øjendråber, opløsning;5 mg/ml;Ketorolactrometamol;2care4 ApS;S01BC05;Par-Imp;DKMA;15-05-2012;Ja;;
28105627415;Acular;øjendråber, opløsning;5 mg/ml;Ketorolactrometamol;Orifarm A/S;S01BC05;Par-Imp;DKMA;07-09-2015;Ja;;
28106282119;Adakveo;koncentrat til infusionsvæske, opløsning;10 mg/ml;Crizanlizumab;Novartis Europharm Limited;B06AX01;Central;MOD;28-10-2020;Ja;;
28105769316;Adalat LA;depottabletter;30 mg;NIFEDIPIN;2care4 ApS;C08CA05;Par-Imp;DKMA;06-06-2016;Ja;;
28101397390;Adalat Oros;depottabletter;30 mg;NIFEDIPIN;Bayer AB;C08CA05;National;DKMA;28-02-1991;Ja;;
28106359619;"Adapalen ""2care4""";creme;1 mg/g;ADAPALEN;2care4 ApS;D10AD03;Par-Imp;DKMA;31-03-2020;Ja;;
28105009311;Adasuve;inhalationspulver, afdelt;4,5 mg;LOXAPINUM;Ferrer Internacional, SA.;N05AH01;Central;MOD;20-02-2013;Nej;;
28105009411;Adasuve;inhalationspulver, afdelt;9,1 mg;LOXAPINUM;Ferrer Internacional, SA.;N05AH01;Central;MOD;20-02-2013;Nej;;
28105296013;Adaxio Vet.;shampoo;20+20 mg/ml;Chlorhexidindigluconat, MICONAZOLNITRAT;Ceva Santé Animale;QD08AC52;Decentral procedure;CMS;28-08-2014;Nej;;
28104931611;Adcetris;pulver til koncentrat til infusionsvæske, opløsning;50 mg;Brentuximab vedotin;Takeda Pharma A/S;L01FX05;Central;MOD;25-10-2012;Ja;;
28104351408;Adcirca;filmovertrukne tabletter;20 mg;TADALAFIL;Eli Lilly Netherland B.V.;G04BE08;Central;MOD;01-10-2008;Nej;;
28106738821;Adcirca;oral suspension;2 mg/ml;TADALAFIL;Eli Lilly Nederland B.V.;G04BE08;Central;MOD;24-02-2023;Nej;;
28106527420;Addimag Vet.;infusionsvæske, opløsning;160+84 mg/ml;CALCIUMGLUCONAT (monohydrat), MAGNESIUMCHLORIDHEXAHYDRAT;Alfasan Nederland BV;QA12AX;Decentral procedure;CMS;31-08-2022;Nej;;
28106527520;Addimag Vet.;infusionsvæske, opløsning;240+126 mg/ml;CALCIUMGLUCONAT (monohydrat), MAGNESIUMCHLORIDHEXAHYDRAT;Alfasan Nederland BV;QA12AX;Decentral procedure;CMS;31-08-2022;Nej;;
28105246913;Adempas;filmovertrukne tabletter;0,5 mg;Riociguat;Bayer Pharma AG;C02KX05;Central;MOD;27-03-2014;Ja;;
28105247113;Adempas;filmovertrukne tabletter;1,5 mg;Riociguat;Bayer Pharma AG;C02KX05;Central;MOD;27-03-2014;Ja;;
28105247013;Adempas;filmovertrukne tabletter;1 mg;Riociguat;Bayer Pharma AG;C02KX05;Central;MOD;27-03-2014;Ja;;
28105247313;Adempas;filmovertrukne tabletter;2,5 mg;Riociguat;Bayer Pharma AG;C02KX05;Central;MOD;27-03-2014;Ja;;
28105247213;Adempas;filmovertrukne tabletter;2 mg;Riociguat;Bayer Pharma AG;C02KX05;Central;MOD;27-03-2014;Ja;;
28101540293;Adenocor;injektionsvæske, opløsning;3 mg/ml;ADENOSIN;Sanofi A/S;C01EB10;National;DKMA;21-07-1994;Ja;;
28106832322;Adenocor;injektionsvæske, opløsning;3 mg/ml;ADENOSIN;Orifarm A/S;C01EB10;Par-Imp;DKMA;19-12-2022;Ja;;
28105292913;"Adenosin ""Fresenius Kabi""";injektionsvæske, opløsning i fyldt injektionssprøjte;3 mg/ml;ADENOSIN;Fresenius Kabi AB;C01EB10;Decentral procedure;CMS;04-09-2015;Nej;;
28101746695;"Adenosin ""Life Medical""";injektions-/infusionsvæske, opløsning;5 mg/ml;ADENOSIN;Evolan Pharma AB;C01EB10;MRP;CMS;10-05-1996;Ja;;
28106475520;"Adenosin ""Life Medical""";injektions-/infusionsvæske, opløsning;5 mg/ml;ADENOSIN;Orifarm A/S;C01EB10;Par-Imp;DKMA;27-07-2020;Ja;;
28104019206;Adenuric;filmovertrukne tabletter;120 mg;Febuxostat;Menarini International Operation Luxembourg S.A.;M04AA03;Central;MOD;21-04-2008;Ja;;
28104019106;Adenuric;filmovertrukne tabletter;80 mg;Febuxostat;Menarini International Operation Luxembourg S.A.;M04AA03;Central;MOD;21-04-2008;Ja;;
28103104499;Adequan Vet.;injektionsvæske, opløsning;100 mg/ml;Glucosaminoglycanpolysulfat (PSGAG);Daiichi Sankyo Altkirch SARL;QM01AX12;MRP;CMS;02-12-1999;Nej;;
28106017017;Aderolio;tabletter;0,25 mg;Everolimus;Sandoz A/S;L04AA18;Decentral procedure;CMS;28-09-2018;Nej;;
28106017117;Aderolio;tabletter;0,5 mg;Everolimus;Sandoz A/S;L04AA18;Decentral procedure;CMS;28-09-2018;Nej;;
28106017217;Aderolio;tabletter;0,75 mg;Everolimus;Sandoz A/S;L04AA18;Decentral procedure;CMS;28-09-2018;Nej;;
28106017317;Aderolio;tabletter;1 mg;Everolimus;Sandoz A/S;L04AA18;Decentral procedure;CMS;28-09-2018;Nej;;
28103988406;Adipine;tabletter;10 mg;AMLODIPINBESILAT;Bausch Health Ireland Limited;C08CA01;MRP;RMS;02-11-2006;Nej;;
28103988306;Adipine;tabletter;5 mg;AMLODIPINBESILAT;Bausch Health Ireland Limited;C08CA01;MRP;RMS;02-11-2006;Nej;;
28104756510;Adjupanrix;injektionsvæske, suspension;3,75 mikrogram;Influenzavirus A/VietNam/1194/2004 NIBRG-14 (H5N1) oprens. antigener af inaktiverede split virioner;GlaxoSmithKline Biologicals S.A.;J07BB02;Central;MOD;19-10-2009;Nej;;
28104303808;Adport;kapsler, hårde;0,5 mg;Tacrolimusmonohydrat;Sandoz A/S;L04AD02;Decentral procedure;CMS;26-01-2010;Ja;;
28105215413;Adport;kapsler, hårde;0,75 mg;Tacrolimusmonohydrat;Sandoz A/S;L04AD02;Decentral procedure;CMS;07-07-2014;Ja;;
28104303908;Adport;kapsler, hårde;1 mg;Tacrolimusmonohydrat;Sandoz A/S;L04AD02;Decentral procedure;CMS;26-01-2010;Ja;;
28105215313;Adport;kapsler, hårde;2 mg;Tacrolimusmonohydrat;Sandoz A/S;L04AD02;Decentral procedure;CMS;07-07-2014;Ja;;
28104304008;Adport;kapsler, hårde;5 mg;Tacrolimusmonohydrat;Sandoz A/S;L04AD02;Decentral procedure;CMS;26-01-2010;Ja;;
28106241819;"Adrenalin ""2care4""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;2care4 ApS;C01CA24;Par-Imp;DKMA;11-09-2019;Ja;;
28105522114;"Adrenalin ""Aguettant""";injektionsvæske, opløsning i fyldt injektionssprøjte;0,1 mg/ml;ADRENALINTARTRAT;Laboratoire Aguettant;C01CA24;Decentral procedure;CMS;10-12-2015;Ja;;
28106387220;"Adrenalin ""Aguettant""";injektionsvæske, opløsning i fyldt injektionssprøjte;1 mg/ml;ADRENALINTARTRAT;Laboratoire Aguettant;C01CA24;MRP;CMS;28-07-2020;Ja;;
28105939617;"Adrenalin ""Bradex""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Bradex S.A.;C01CA24;MRP;RMS;06-10-2017;Ja;;
28106463820;"Adrenalin ""Bradex""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Orifarm A/S;C01CA24;Par-Imp;DKMA;07-07-2020;Nej;;
28100701476;"Adrenalin ""DAK""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Takeda Pharma A/S;C01CA24;National;DKMA;25-11-1976;Ja;;
28106660021;"Adrenalin ""Epione Medicine""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Epione Medicine ApS;C01CA24;Par-Imp;DKMA;04-05-2022;Ja;;
28106180718;"Adrenalin ""Ethypharm""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Ethypharm;C01CA24;MRP;RMS;25-03-2019;Ja;;
28105871816;"Adrenalin ""Martindale Pharma""";injektionsvæske, opløsning;0,1 mg/ml;ADRENALINTARTRAT;Ethypharm;C01CA24;MRP;CMS;15-03-2017;Ja;;
28106576421;"Adrenalin ""Nordic Prime""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Nordic Prime ApS;C01CA24;Par-Imp;DKMA;02-07-2021;Ja;;
28106293619;"Adrenalin ""Paranova""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Paranova Danmark A/S;C01CA24;Par-Imp;DKMA;11-09-2019;Ja;;
28101601685;"Adrenalin ""SAD""";injektionsvæske, opløsning;1 mg/ml;ADRENALINTARTRAT;Amgros I/S;C01CA24;National;DKMA;01-10-1986;Nej;;
28120203693;AdreView, Iobenguane (I-123) Injection;injektionsvæske;;Iobenguan (123-I);GE Healthcare B.V.;V09IX01;National;DKMA;31-01-1995;Nej;;
28101313487;Adriamycin;injektionsvæske, opløsning;2 mg/ml;DOXORUBICINHYDROCHLORID;Pfizer ApS;L01DB01;National;DKMA;12-10-1988;Nej;;
28100920277;Adriamycin;pulver til injektionsvæske, opløsning;10 mg;DOXORUBICINHYDROCHLORID;Pfizer ApS;L01DB01;National;DKMA;24-10-1979;Nej;;
28101310487;Adriamycin;pulver til injektionsvæske, opløsning;150 mg;DOXORUBICINHYDROCHLORID;Pfizer ApS;L01DB01;National;DKMA;15-04-1993;Nej;;
28101258686;Adriamycin;pulver til injektionsvæske, opløsning;20 mg;DOXORUBICINHYDROCHLORID;Pfizer ApS;L01DB01;National;DKMA;07-11-1986;Nej;;
28100920177;Adriamycin;pulver til injektionsvæske, opløsning;50 mg;DOXORUBICINHYDROCHLORID;Pfizer ApS;L01DB01;National;DKMA;24-10-1979;Ja;;
28104099907;Adrovance;tabletter;70 mg+140 mikrogram;Cholecalciferol, Natriumalendronattrihydrat;N.V. Organon;M05BB03;Central;MOD;02-10-2007;Nej;;
28103968906;Adrovance;tabletter;70 mg+70 mikrogram;Cholecalciferol, Natriumalendronattrihydrat;N.V. Organon;M05BB03;Central;MOD;04-01-2007;Nej;;
28106438220;Adtralza;injektionsvæske, opløsning i fyldt injektionssprøjte;150 mg;Tralokinumab;LEO Pharma A/S;D11AH07;Central;MOD;17-06-2021;Ja;;
28106684821;Aduvanz;kapsler, hårde;20 mg;Lisdexamfetamindimesilat;Takeda Pharmaceuticals International AG Ireland Branch;N06BA12;Decentral procedure;CMS;26-01-2023;Nej;;
28105379514;Aduvanz;kapsler, hårde;30 mg;Lisdexamfetamindimesilat;Takeda Pharmaceuticals International AG Ireland Branch;N06BA12;Decentral procedure;CMS;25-02-2015;Ja;;
28106460220;Aduvanz;kapsler, hårde;30 mg;Lisdexamfetamindimesilat;Orifarm A/S;N06BA12;Par-Imp;DKMA;24-08-2020;Ja;;
28106684921;Aduvanz;kapsler, hårde;40 mg;Lisdexamfetamindimesilat;Takeda Pharmaceuticals International AG Ireland Branch;N06BA12;Decentral procedure;CMS;26-01-2023;Nej;;
28105379614;Aduvanz;kapsler, hårde;50 mg;Lisdexamfetamindimesilat;Takeda Pharmaceuticals International AG Ireland Branch;N06BA12;Decentral procedure;CMS;25-02-2015;Ja;;
28106460120;Aduvanz;kapsler, hårde;50 mg;Lisdexamfetamindimesilat;Orifarm A/S;N06BA12;Par-Imp;DKMA;24-08-2020;Ja;;
28106685021;Aduvanz;kapsler, hårde;60 mg;Lisdexamfetamindimesilat;Takeda Pharmaceuticals International AG Ireland Branch;N06BA12;Decentral procedure;CMS;26-01-2023;Nej;;
28105379714;Aduvanz;kapsler, hårde;70 mg;Lisdexamfetamindimesilat;Takeda Pharmaceuticals International AG Ireland Branch;N06BA12;Decentral procedure;CMS;25-02-2015;Ja;;
28106443320;Aduvanz;kapsler, hårde;70 mg;Lisdexamfetamindimesilat;Orifarm A/S;N06BA12;Par-Imp;DKMA;28-05-2020;Ja;;
28103915106;Advagraf;depotkapsler, hårde;0,5 mg;Tacrolimusmonohydrat;Astellas Pharma Europe B.V.;L04AD02;Central;MOD;23-04-2007;Ja;;
28103915206;Advagraf;depotkapsler, hårde;1 mg;Tacrolimusmonohydrat;Astellas Pharma Europe B.V.;L04AD02;Central;MOD;23-04-2007;Ja;;
28104323808;Advagraf;depotkapsler, hårde;3 mg;TACROLIMUS (vandfrit);Astellas Pharma Europe B.V.;L04AD02;Central;MOD;27-04-2009;Ja;;
28103915306;Advagraf;depotkapsler, hårde;5 mg;Tacrolimusmonohydrat;Astellas Pharma Europe B.V.;L04AD02;Central;MOD;23-04-2007;Ja;;
28101891197;Advantage Vet. til hund;kutanopløsning;100 mg/ml;Imidacloprid;Bayer Animal Health GmbH;QP53AX17;MRP;CMS;28-08-1997;Ja;;
28103047898;Advantage Vet. til hund;kutanopløsning;100 mg/ml;Imidacloprid;Bayer Animal Health GmbH;QP53AX17;MRP;CMS;11-03-1999;Ja;;
28103849597;Advantage Vet. til hunde (10-25 kg);kutanopløsning;100 mg/ml;Imidacloprid;Bayer Animal Health GmbH;QP53AX17;MRP;CMS;10-10-2005;Nej;;
28103849497;Advantage Vet. til hunde (4-10 kg);kutanopløsning;100 mg/ml;Imidacloprid;Bayer Animal Health GmbH;QP53AX17;MRP;CMS;10-10-2005;Nej;;
28101891297;Advantage Vet. til kat;kutanopløsning;100 mg/ml;Imidacloprid;Bayer Animal Health GmbH;QP53AX17;MRP;CMS;28-08-1997;Ja;;
28103849697;Advantage Vet. til katte (4 kg og derover);kutanopløsning;100 mg/ml;Imidacloprid;Bayer Animal Health GmbH;QP53AX17;MRP;CMS;10-10-2005;Nej;;
28103443002;Advate;pulver og solvens til injektionsvæske, opløsning;1000 IE;Octocog Alfa;Takeda Manufacturing Austria AG;B02BD02;Central;MOD;02-03-2004;Ja;;
28103443102;Advate;pulver og solvens til injektionsvæske, opløsning;1500 IE;Octocog Alfa;Takeda Manufacturing Austria AG;B02BD02;Central;MOD;02-03-2004;Ja;;
28104195207;Advate;pulver og solvens til injektionsvæske, opløsning;2000 IE;Octocog Alfa;Takeda Manufacturing Austria AG;B02BD02;Central;MOD;22-04-2008;Ja;;
28103442802;Advate;pulver og solvens til injektionsvæske, opløsning;250 IE;Octocog Alfa;Takeda Manufacturing Austria AG;B02BD02;Central;MOD;02-03-2004;Ja;;
28104195307;Advate;pulver og solvens til injektionsvæske, opløsning;3000 IE;Octocog Alfa;Takeda Manufacturing Austria AG;B02BD02;Central;MOD;22-05-2008;Ja;;
28103442902;Advate;pulver og solvens til injektionsvæske, opløsning;500 IE;Octocog Alfa;Takeda Manufacturing Austria AG;B02BD02;Central;MOD;02-03-2004;Ja;;
28103338702;Advocate til ekstra store hunde;spot-on, opløsning;100+25mg/ml i 4,0 ml;Imidacloprid, Moxidectin;Bayer Animal Health GmbH;QP54AB52;Central;MOD;02-04-2003;Ja;;
28103338502;Advocate til mellemstore hunde;spot-on, opløsning;100+25mg/ml i 1,0 ml;Imidacloprid, Moxidectin;Bayer Animal Health GmbH;QP54AB52;Central;MOD;02-04-2003;Ja;;
28103338402;Advocate til små hunde;spot-on, opløsning;100+25mg/ml i 0,4 ml;Imidacloprid, Moxidectin;Bayer Animal Health GmbH;QP54AB52;Central;MOD;02-04-2003;Ja;;
28103338802;Advocate til små katte og fritter;spot-on, opløsning;100+10mg/ml i 0,4 ml;Imidacloprid, Moxidectin;Bayer Animal Health GmbH;QP54AB52;Central;MOD;02-04-2003;Ja;;
28103338602;Advocate til store hunde;spot-on, opløsning;100+25mg/ml i 2,5 ml;Imidacloprid, Moxidectin;Bayer Animal Health GmbH;QP54AB52;Central;MOD;02-04-2003;Ja;;
28103338902;Advocate til store katte;spot-on, opløsning;100+10mg/ml i 0,8 ml;Imidacloprid, Moxidectin;Bayer Animal Health GmbH;QP54AB52;Central;MOD;02-04-2003;Ja;;
28106079216;Adynovi;pulver og solvens til injektionsvæske, opløsning;1000 IU/2 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;08-01-2018;Ja;;
28105751816;Adynovi;pulver og solvens til injektionsvæske, opløsning;1000 IU/5 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;08-01-2018;Nej;;
28105751916;Adynovi;pulver og solvens til injektionsvæske, opløsning;2000 IU/5 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;08-01-2018;Ja;;
28105752016;Adynovi;pulver og solvens til injektionsvæske, opløsning;250 IU/2 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;08-01-2018;Nej;;
28105751616;Adynovi;pulver og solvens til injektionsvæske, opløsning;250 IU/5 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;08-01-2018;Nej;;
28106544516;Adynovi;pulver og solvens til injektionsvæske, opløsning;3000 IE/5 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;07-01-2022;Ja;;
28105752116;Adynovi;pulver og solvens til injektionsvæske, opløsning;500 IU/2 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;08-01-2018;Ja;;
28105751716;Adynovi;pulver og solvens til injektionsvæske, opløsning;500 IU/5 ml;Rurioctocog alfa pegol;Baxalta Innovations GmbH;B02BD02;Central;MOD;08-01-2018;Nej;;
28104380608;Aedon;smeltetabletter;10 mg;OLANZAPIN;G.L. Pharma GmbH;N05AH03;Decentral procedure;RMS;19-07-2010;Nej;;
28104380708;Aedon;smeltetabletter;15 mg;OLANZAPIN;G.L. Pharma GmbH;N05AH03;Decentral procedure;RMS;19-07-2010;Nej;;
28104380808;Aedon;smeltetabletter;20 mg;OLANZAPIN;G.L. Pharma GmbH;N05AH03;Decentral procedure;RMS;19-07-2010;Nej;;
28104380508;Aedon;smeltetabletter;5 mg;OLANZAPIN;G.L. Pharma GmbH;N05AH03;Decentral procedure;RMS;19-07-2010;Nej;;
52610061597;Ægte Venustorn;kapsler, hårde;;HARPAGOPHYTUM PROCUMBENS;Natur-Drogeriet A/S;M01AX;Natur;DKMA;11-08-1999;Nej;;
28103985806;Aerinaze;tabletter med modificeret udløsning;2,5+120 mg;DESLORATADIN, Pseudoephedrinsulfat;N.V. Organon;R01BA52;Central;MOD;30-07-2007;Nej;;
28103120999;Aerius;filmovertrukne tabletter;5 mg;DESLORATADIN;N.V. Organon;R06AX27;Central;MOD;15-01-2001;Ja;;
28103989506;Aerius;oral opløsning;0,5 mg/ml;DESLORATADIN;N.V. Organon;R06AX27;Central;MOD;23-04-2007;Ja;;
28104045506;Aerius;smeltetabletter;2,5 mg;DESLORATADIN;N.V. Organon;R06AX27;Central;MOD;23-04-2007;Nej;;
28104045606;Aerius;smeltetabletter;5 mg;DESLORATADIN;N.V. Organon;R06AX27;Central;MOD;23-04-2007;Nej;;
28105623515;Aerivio Spiromax;inhalationspulver;50 mikrog+500 mikrog;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;Teva B.V.;R03AK06;Central;MOD;18-08-2016;Nej;;
28101931197;Aerobec;inhalationsspray, opløsning;100 mikrogram/dosis;BECLOMETASONDIPROPIONAT;Teva B.V.;R03BA01;National;DKMA;20-08-1998;Ja;;
28105426714;Aerobec;inhalationsspray, opløsning;100 mikrogram/dosis;BECLOMETASONDIPROPIONAT;Orifarm A/S;R03BA01;Par-Imp;DKMA;02-02-2015;Nej;;
28101931097;Aerobec;inhalationsspray, opløsning;50 mikrogram/dosis;BECLOMETASONDIPROPIONAT;Teva B.V.;R03BA01;National;DKMA;20-08-1998;Ja;;
28101398890;Aerobec Autohaler;inhalationsspray, opløsning;100 mikrogram/dosis;BECLOMETASONDIPROPIONAT;Teva B.V.;R03BA01;National;DKMA;05-05-1992;Ja;;
28105363714;Aerobec Autohaler;inhalationsspray, opløsning;100 mikrogram/dosis;BECLOMETASONDIPROPIONAT;2care4 ApS;R03BA01;Par-Imp;DKMA;22-05-2015;Nej;;
28101398790;Aerobec Autohaler;inhalationsspray, opløsning;50 mikrogram/dosis;BECLOMETASONDIPROPIONAT;Teva B.V.;R03BA01;National;DKMA;05-05-1992;Ja;;
52610069901;Aesculaforce forte;enterotabletter;;HESTEKASTANJEFRØ, ekstrakt, standardiseret;A. Vogel Danmark A/S;C05CX03;Natur;DKMA;03-11-2005;Nej;;
28100690276;Aethoxysklerol;injektionsvæske, opløsning;10 mg/ml;Lauromacrogol 400;Chemische Fabrik Kreussler & Co.;C05BB02;National;DKMA;24-01-1977;Ja;;
28100690576;Aethoxysklerol;injektionsvæske, opløsning;30 mg/ml;Lauromacrogol 400;Chemische Fabrik Kreussler & Co.;C05BB02;National;DKMA;24-01-1977;Ja;;
28100690176;Aethoxysklerol;injektionsvæske, opløsning;5 mg/ml;Lauromacrogol 400;Chemische Fabrik Kreussler & Co.;C05BB02;National;DKMA;24-01-1977;Ja;;
28104388708;Afinitor;tabletter;10 mg;Everolimus;Novartis Europharm Limited;L01EG02;Central;MOD;03-08-2009;Ja;;
28104948311;Afinitor;tabletter;2,5 mg;Everolimus;Novartis Europharm Limited;L01EG02;Central;MOD;18-12-2012;Ja;;
28104388608;Afinitor;tabletter;5 mg;Everolimus;Novartis Europharm Limited;L01EG02;Central;MOD;03-08-2009;Ja;;
28104648910;Aflunov;injektionsvæske, suspension, fyldt injektionssprøjte;7,5 mikrogram;Aviær influenzavirus subtype H5N1 clade 1 stamme A/Vietnam/1194/2004;Seqirus S.r.l.,;J07BB02;Central;MOD;29-11-2010;Nej;;
28106532020;Aforbe;inhalationsspray, opløsning;100+6 mikrog/dosis;BECLOMETASONDIPROPIONAT, FORMOTEROLFUMARAT DIHYDRAT;Viatris Limited;R03AK08;Decentral procedure;CMS;26-10-2022;Nej;;
28105712615;Afstyla;pulver og solvens til injektionsvæske, opløsning;1000 IU;Lonoctocog alfa;CSL Behring GmbH;B02BD02;Central;MOD;04-01-2017;Ja;;
28105712715;Afstyla;pulver og solvens til injektionsvæske, opløsning;1500 IU;Lonoctocog alfa;CSL Behring GmbH;B02BD02;Central;MOD;04-01-2017;Ja;;
28105712815;Afstyla;pulver og solvens til injektionsvæske, opløsning;2000 IU;Lonoctocog alfa;CSL Behring GmbH;B02BD02;Central;MOD;04-01-2017;Ja;;
28105712915;Afstyla;pulver og solvens til injektionsvæske, opløsning;2500 IU;Lonoctocog alfa;CSL Behring GmbH;B02BD02;Central;MOD;04-01-2017;Ja;;
28105712315;Afstyla;pulver og solvens til injektionsvæske, opløsning;250 IU;Lonoctocog alfa;CSL Behring GmbH;B02BD02;Central;MOD;04-01-2017;Ja;;
28105713015;Afstyla;pulver og solvens til injektionsvæske, opløsning;3000 IU;Lonoctocog alfa;CSL Behring GmbH;B02BD02;Central;MOD;04-01-2017;Ja;;
28105712515;Afstyla;pulver og solvens til injektionsvæske, opløsning;500 IU;Lonoctocog alfa;CSL Behring GmbH;B02BD02;Central;MOD;04-01-2017;Ja;;
28104789310;Aftovaxpur Doe;injektionsvæske, emulsion;6 PD50;Mund-og-klovsygevirusstamme A Turkey 14/98, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme A22 Iraq, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme A24 Cruzeiro, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme Asia 1 Shamir, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme O Taiwan 3/97, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme O1 BFS, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme O1 Manisa, rensede, inaktiverede antigener, Mund-og-klovsygevirusstamme SAT2 Saudi Arabia, rensede, inaktiverede antigener;Boehringer Ingelheim Vetmedica GmbH;QI02AA04;Central;MOD;15-07-2013;Nej;;
28103050698;Agenerase;kapsler, bløde;150 mg;AMPRENAVIR;Glaxo Group Limited;J05AE05;Central;MOD;20-10-2000;Nej;;
28103034698;Agenerase;kapsler, bløde;50 mg;AMPRENAVIR;Glaxo Group Limited;J05AE05;Central;MOD;20-10-2000;Nej;;
28103050798;Agenerase;oral opløsning;15 mg/ml;AMPRENAVIR;Glaxo Group Limited;J05AE05;Central;MOD;20-10-2000;Nej;;
28106689521;Ageniprim;dispergible tabletter;500 mg;AMOXICILLINTRIHYDRAT;Nordic Prime ApS;J01CA04;Par-Imp;DKMA;17-12-2021;Ja;;
28106689621;Ageniprim;dispergible tabletter;750 mg;AMOXICILLINTRIHYDRAT;Nordic Prime ApS;J01CA04;Par-Imp;DKMA;17-12-2021;Ja;;
28105985917;"Agomelatine ""Anpharm""";filmovertrukne tabletter;25 mg;Agomelatin;Anpharm Przedsiebiorstwo Farmaceutyczne S.A.;N06AX22;Decentral procedure;CMS;04-09-2018;Ja;;
28105949617;"Agomelatin ""Glenmark""";filmovertrukne tabletter;25 mg;Agomelatin;Glenmark Arzneimittel GmbH;N06AX22;Decentral procedure;CMS;01-11-2018;Ja;;
28105923317;"Agomelatin ""Mylan""";filmovertrukne tabletter;25 mg;Agomelatin;Mylan AB;N06AX22;Decentral procedure;CMS;11-09-2018;Nej;;
28105923417;"Agomelatin ""Stada""";filmovertrukne tabletter;25 mg;Agomelatin;STADA Arzneimittel AG;N06AX22;Decentral procedure;CMS;24-09-2018;Ja;;
