"category","medicine_name","ema_product_number","medicine_status","inn_common_name","active_substance","atc_code_human","therapeutic_indication","marketing_authorisation_holder","marketing_authorisation_date","first_published_date","last_updated_date","medicine_url","ema_slug","source","source_label","source_file_type","source_file_url","source_file_downloaded_at","source_file_local_path","search_key"
"Human","Skysona","EMEA/H/C/003690","Withdrawn","elivaldogene autotemcel","elivaldogene autotemcel","N07","Treatment of early cerebral adrenoleukodystrophy in patients less than 18 years of age, with an ABCD1 genetic mutation, and for whom a human leukocyte antigen (HLA) matched sibling haematopoietic stem cell donor is not available.","bluebird bio (Netherlands) B.V.","16/07/2021","19/05/2021","04/04/2022","https://www.ema.europa.eu/en/medicines/human/EPAR/skysona","skysona","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","skysona elivaldogene autotemcel elivaldogene autotemcel n07 bluebird bio netherlands b v"
"Human","Skytrofa (previously Lonapegsomatropin Ascendis Pharma)","EMEA/H/C/005367","Authorised","lonapegsomatropin","Lonapegsomatropin","H01AC09","Growth failure in children and adolescents aged from 3 years up to 18 years due to insufficient endogenous growth hormone secretion (growth hormone deficiency [GHD])","Ascendis Pharma Endocrinology Division A/S","11/01/2022","10/11/2021","12/02/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/skytrofa","skytrofa","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","skytrofa previously lonapegsomatropin ascendis pharma lonapegsomatropin lonapegsomatropin h01ac09 ascendis pharma endocrinology division a s"
"Veterinary","Slentrol","EMEA/V/C/000116","Withdrawn","dirlotapide","dirlotapide","","As an aid in the management of overweight and obesity in adult dogs. To be used as part of an overall weight-management programme that also includes appropriate dietary changes and exercise practice.","Zoetis Belgium SA","13/04/2007","15/01/2015","24/02/2015","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/slentrol","slentrol","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","slentrol dirlotapide dirlotapide zoetis belgium sa"
"Human","Slenyto","EMEA/H/C/004425","Authorised","melatonin","melatonin","N05CH01","Slenyto is indicated for: treatment of insomnia in children and adolescents aged 2-18 years with Autism Spectrum Disorder (ASD), and / or neurogenetic disorders with aberrant diurnal melatonin secretion and /or nocturnal awakenings, where sleep hygiene measures have been insufficient. treatment of insomnia in children and adolescents aged 6-17 years with attention-deficit hyperactivity disorder (ADHD) where sleep hygiene measures have been insufficient.","RAD Neurim Pharmaceuticals EEC SARL","20/09/2018","10/10/2018","10/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/slenyto","slenyto","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","slenyto melatonin melatonin n05ch01 rad neurim pharmaceuticals eec sarl"
"Human","Sliwens","EMEA/H/C/001102","Application withdrawn","","","","","Sanofi Aventis","","21/12/2009","01/06/2010","https://www.ema.europa.eu/en/medicines/human/EPAR/sliwens","sliwens","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sliwens sanofi aventis"
"Human","Sogroya","EMEA/H/C/005030","Authorised","somapacitan","somapacitan","H01AC07","Sogroya is indicated for the replacement of endogenous growth hormone (GH) in children &nbsp;aged 3 &nbsp;years and above, and adolescents with growth failure due to growth hormone deficiency (paediatric GHD), and in adults with growth hormone deficiency (adult GHD).","Novo Nordisk A/S","31/03/2021","15/04/2021","04/12/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/sogroya","sogroya","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sogroya somapacitan somapacitan h01ac07 novo nordisk a s"
"Human","Sohonos","EMEA/H/C/004867","Refused","palovarotene","palovarotene","M09AX11","Treatment of fibrodysplasia ossificans progressiva.","Ipsen Pharma","","27/07/2023","","https://www.ema.europa.eu/en/medicines/human/EPAR/sohonos","sohonos","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sohonos palovarotene palovarotene m09ax11 ipsen pharma"
"Veterinary","Solensia","EMEA/V/C/005179","Authorised","frunevetmab","frunevetmab","","","","","25/06/2020","24/10/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/solensia","solensia","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","solensia frunevetmab frunevetmab"
"Human","Soliris","EMEA/H/C/000791","Authorised","eculizumab","Eculizumab","L04AA25","Soliris is indicated in adults and children for the treatment of: Paroxysmal nocturnal haemoglobinuria (PNH). Evidence of clinical benefit is demonstrated in patients with haemolysis with clinical symptom(s) indicative of high disease activity, regardless of transfusion history (see section 5.1). &nbsp;Atypical haemolytic uremic syndrome (aHUS). Soliris is indicated in adults for the treatment of: Refractory generalized myasthenia gravis (gMG) in patients who are anti-acetylcholine receptor (AChR) antibody-positive (see section 5.1). Neuromyelitis optica spectrum disorder (NMOSD) in patients who are anti-aquaporin-4 (AQP4) antibody-positive with a relapsing course of the disease.","Alexion Europe SAS","20/06/2007","14/12/2017","19/02/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/soliris","soliris","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","soliris eculizumab eculizumab l04aa25 alexion europe sas"
"Human","Solithromycin Triskel EU Services","EMEA/H/C/004179","Application withdrawn","","solithromycin","J01FA","Treatment of bacterial infections","Triskel EU Services Ltd","","21/04/2017","02/06/2017","https://www.ema.europa.eu/en/medicines/human/EPAR/solithromycin-triskel-eu-services","solithromycin-triskel-eu-services","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","solithromycin triskel eu services solithromycin j01fa triskel eu services ltd"
"Human","Solumarv","EMEA/H/C/002506","Application withdrawn","insulin human","insulin human","","treatment of diabetes mellitus","Marvel Life Sciences Ltd.","","14/12/2012","14/12/2012","https://www.ema.europa.eu/en/medicines/human/EPAR/solumarv","solumarv","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","solumarv insulin human insulin human marvel life sciences ltd"
"Human","Solumarv","EMEA/H/C/003858","Refused","insulin human","insulin human","A10AB01","Treatment of diabetes","Marvel Lifesciences Ltd","","11/02/2016","16/02/2016","https://www.ema.europa.eu/en/medicines/human/EPAR/solumarv-0","solumarv-0","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","solumarv insulin human insulin human a10ab01 marvel lifesciences ltd"
"Human","Solymbic","EMEA/H/C/004373","Withdrawn","adalimumab","adalimumab","L04AB04","Please refer to section 4.1 of the Summary of product characteristics in the product information document.","Amgen Europe B.V.","22/03/2017","14/06/2018","05/03/2019","https://www.ema.europa.eu/en/medicines/human/EPAR/solymbic","solymbic","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","solymbic adalimumab adalimumab l04ab04 amgen europe b v"
"Human","Somac Control","EMEA/H/C/001098","Authorised","pantoprazole","pantoprazole","A02BC02","Short-term treatment of reflux symptoms (e.g. heartburn, acid regurgitation) in adults.","Takeda GmbH","12/06/2009","02/07/2018","24/05/2023","https://www.ema.europa.eu/en/medicines/human/EPAR/somac-control","somac-control","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","somac control pantoprazole pantoprazole a02bc02 takeda gmbh"
"Human","SomaKit TOC","EMEA/H/C/004140","Authorised","edotreotide","edotreotide","V09IX","This medicinal product is for diagnostic use only. After radiolabelling with gallium (68Ga) chloride solution, the solution of gallium (68Ga) edotreotide obtained is indicated for Positron Emission Tomography (PET) imaging of somatostatin receptor overexpression in adult patients with confirmed or suspected well-differentiated gastro-enteropancreatic neuroendocrine tumours (GEP-NET) for localizing primary tumours and their metastases.","Advanced Accelerator Applications","08/12/2016","12/06/2017","25/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/somakit-toc","somakit-toc","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","somakit toc edotreotide edotreotide v09ix advanced accelerator applications"
"Human","Somatropin Biopartners","EMEA/H/C/002196","Lapsed","somatropin","somatropin","H01AC01","Somatropin Biopartners is indicated for the replacement therapy of endogenous growth hormone in adults with childhood- or adult-onset growth-hormone deficiency (GHD). Adult-onset: Patients with GHD in adulthood are defined as patients with known hypothalamic-pituitary pathology and at least one additional known deficiency of a pituitary hormone excluding prolactin. These patients should undergo a single dynamic test in order to diagnose or exclude a GHD. Childhood-onset: In patients with childhood-onset isolated GHD (no evidence of hypothalamic-pituitary disease or cranial irradiation), two dynamic tests should be performed after completion of growth, except for those having low insulin-like-growth-factor-I (IGF-I) concentrations (&lt; -2 standard-deviation score (SDS)), who may be considered for one test. The cut-off point of the dynamic test should be strict.","BioPartners GmbH","05/08/2013","13/03/2017","01/12/2017","https://www.ema.europa.eu/en/medicines/human/EPAR/somatropin-biopartners","somatropin-biopartners","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","somatropin biopartners somatropin somatropin h01ac01 biopartners gmbh"
"Human","Somavert","EMEA/H/C/000409","Authorised","pegvisomant","pegvisomant","H01AX01","Treatment of adult patients with acromegaly who have had an inadequate response to surgery and/or radiation therapy and in whom an appropriate medical treatment with somatostatin analogues did not normalize IGF-I concentrations or was not tolerated. Treatment of adult patients with acromegaly who have had an inadequate response to surgery and/or radiation therapy and in whom an appropriate medical treatment with somatostatin analogues did not normalize IGF -I concentrations or was not tolerated.","Pfizer Europe MA EEIG","12/11/2002","23/08/2018","27/02/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/somavert","somavert","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","somavert pegvisomant pegvisomant h01ax01 pfizer europe ma eeig"
"Veterinary","Somnena","EMEA/V/C/004293","Application withdrawn","buprenorphine","","","For the control of post-operative pain in cats for 3 days.","","","14/09/2017","14/09/2017","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/somnena","somnena","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","somnena buprenorphine"
"Human","Sonata","EMEA/H/C/000227","Withdrawn","zaleplon","zaleplon","N05CF03","Sonata is indicated for the treatment of patients with insomnia who have difficulty falling asleep. It is indicated only when the disorder is severe, disabling or subjecting the individual to extreme distress.","Meda AB","12/03/1999","03/07/2015","21/10/2015","https://www.ema.europa.eu/en/medicines/human/EPAR/sonata","sonata","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sonata zaleplon zaleplon n05cf03 meda ab"
"Human","Sondelbay","EMEA/H/C/005233","Application withdrawn","teriparatide","teriparatide","H05AA02","Treatment of osteoporosis","Accord Healthcare S.L.U.","","26/06/2020","28/09/2020","https://www.ema.europa.eu/en/medicines/human/EPAR/sondelbay-0","sondelbay-0","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sondelbay teriparatide teriparatide h05aa02 accord healthcare s l u"
"Human","Sondelbay","EMEA/H/C/005827","Authorised","teriparatide","teriparatide","H05AA02","Sondelbay is indicated in adults. Treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture. In postmenopausal women, a significant reduction in the incidence of vertebral and non-vertebral fractures but not hip fractures have been demonstrated. Treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture.","Accord Healthcare S.L.U.","24/03/2022","16/06/2022","23/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/sondelbay","sondelbay","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sondelbay teriparatide teriparatide h05aa02 accord healthcare s l u"
"Human","SonoVue","EMEA/H/C/000303","Authorised","sulphur hexafluoride","sulphur hexafluoride","V08DA05","This medicinal product is for diagnostic use only. SonoVue is for use with ultrasound imaging to enhance the echogenicity of the blood, or of fluids in the urinary tract which results in an improved signal to noise ratio. SonoVue should only be used in patients where study without contrast enhancement is inconclusive. Echocardiography SonoVue is a transpulmonary echocardiographic contrast agent for use in adult patients with suspected or established cardiovascular disease to provide opacification of cardiac chambers and enhance left ventricular endocardial border delineation. Doppler of macrovasculature SonoVue increases the accuracy in detection or exclusion of abnormalities in cerebral arteries and extracranial carotid or peripheral arteries in adult patients by improving the Doppler signal to noise ratio. SonoVue increases the quality of the Doppler flow image and the duration of clinically useful signal enhancement in portal vein assessment in adult patients. Doppler of microvasculature SonoVue improves display of the vascularity of liver and breast lesions during Doppler sonography in adult patients leading to more specific lesion characterisation. Ultrasonography of excretory urinary tract SonoVue is indicated for use in ultrasonography of the excretory tract in paediatric patients from newborn to 18 years to detect vesicoureteral reflux. For the limitation in the interpretation of a negative urosonography.","Bracco International B.V.","26/03/2001","26/04/2018","20/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/sonovue","sonovue","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sonovue sulphur hexafluoride sulphur hexafluoride v08da05 bracco international b v"
"Human","Sorafenib Accord","EMEA/H/C/005921","Authorised","sorafenib","sorafenib tosilate","L01EX02","Hepatocellular carcinomaSorafenib Accord is indicated for the treatment of hepatocellular carcinoma (see section 5.1). Renal cell carcinomaSorafenib Accord is indicated for the treatment of patients with advanced renal cell carcinoma who have failed prior interferon-alpha or interleukin-2 based therapy or are considered unsuitable for such therapy.","Accord Healthcare S.L.U.","09/11/2022","14/09/2022","09/04/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/sorafenib-accord","sorafenib-accord","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sorafenib accord sorafenib tosilate sorafenib l01ex02 accord healthcare s l u"
"Human","Sotyktu","EMEA/H/C/005755","Authorised","deucravacitinib","deucravacitinib","L04AF07","Plaque psoriasis&nbsp;Sotyktu is indicated for the treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy. Psoriatic arthritis&nbsp;Sotyktu, alone or in combination with methotrexate (MTX), is indicated for the treatment of active psoriatic arthritis (PsA) in adults who have had an inadequate response or who have been intolerant to a prior disease-modifying antirheumatic (DMARD) therapy.","Bristol-Myers Squibb Pharma EEIG","24/03/2023","24/01/2023","03/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/sotyktu","sotyktu","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sotyktu deucravacitinib deucravacitinib l04af07 bristol myers squibb pharma eeig"
"Human","Sovaldi","EMEA/H/C/002798","Authorised","sofosbuvir","sofosbuvir","J05AX15","Sovaldi is indicated in combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adult and paediatric patients aged 3 years and above (see sections 4.2, 4.4 and 5.1). For hepatitis C virus (HCV) genotype specific activity, see sections 4.4 and 5.1. Sovaldi is indicated in combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults and paediatric patients aged 3 years and above (see sections 4.2, 4.4 and 5.1). For hepatitis C virus (HCV) genotype specific activity, see sections 4.4 and 5.1.","Gilead Sciences Ireland UC","16/01/2014","06/08/2018","09/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/sovaldi","sovaldi","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sovaldi sofosbuvir sofosbuvir j05ax15 gilead sciences ireland uc"
"Human","Sovrima","EMEA/H/C/000908","Refused","idebenone","idebenone","N06BX13","Treatment of Friedreichâ??s Ataxia","Centocor B.V.","","31/12/2009","31/12/2009","https://www.ema.europa.eu/en/medicines/human/EPAR/sovrima","sovrima","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sovrima idebenone idebenone n06bx13 centocor b v"
"Human","Spanidin","EMEA/H/C/000809","Application withdrawn","gusperimus","gusperimus trihydrochloride","","","Euro Nippon Kayaku GmbH","","19/06/2008","19/06/2008","https://www.ema.europa.eu/en/medicines/human/EPAR/spanidin","spanidin","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spanidin gusperimus trihydrochloride gusperimus euro nippon kayaku gmbh"
"Human","Spectrila","EMEA/H/C/002661","Authorised","asparaginase","asparaginase","L01XX02","Spectrila is indicated as a component of antineoplastic combination therapy for the treatment of acute lymphoblastic leukaemia (ALL) in paediatric patients from birth to 18 years and adults.","Medac Gesellschaft fuer klinische Spezialpraeparate mbH","14/01/2016","18/06/2018","20/11/2023","https://www.ema.europa.eu/en/medicines/human/EPAR/spectrila","spectrila","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spectrila asparaginase asparaginase l01xx02 medac gesellschaft fuer klinische spezialpraeparate mbh"
"Human","Spedra","EMEA/H/C/002581","Authorised","avanafil","avanafil","G04BE10","Treatment of erectile dysfunction in adult men. In order for Spedra to be effective, sexual stimulation is required.","Menarini International Operations Luxembourg S.A.","21/06/2013","23/04/2018","06/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/spedra","spedra","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spedra avanafil avanafil g04be10 menarini international operations luxembourg s a"
"Human","Spevigo","EMEA/H/C/005874","Authorised","spesolimab","spesolimab","L04AC22","Spevigo is indicated for the prevention of generalised pustular psoriasis (GPP) flares in adults and adolescents from 12 years of age. Spevigo is indicated for the treatment of generalised pustular psoriasis (GPP) flares in adults and adolescents from 12 years of age as monotherapy.","LEO Pharma A/S","09/12/2022","12/10/2022","14/04/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/spevigo","spevigo","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spevigo spesolimab spesolimab l04ac22 leo pharma a s"
"Human","Spexotras","EMEA/H/C/005886","Authorised","trametinib","trametinib dimethyl sulfoxide","L01EE01","Low-grade glioma Spexotras in combination with dabrafenib is indicated for the treatment of paediatric patients aged 1&nbsp;year and older with low-grade glioma (LGG) with a BRAF V600E mutation who require systemic therapy. High-grade glioma Spexotras in combination with dabrafenib is indicated for the treatment of paediatric patients aged 1&nbsp;year and older with high-grade glioma (HGG) with a BRAF V600E mutation who have received at least one prior radiation and/or chemotherapy treatment.","Novartis Europharm Limited","05/01/2024","10/11/2023","19/05/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/spexotras","spexotras","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spexotras trametinib dimethyl sulfoxide trametinib l01ee01 novartis europharm limited"
"Human","Spherox","EMEA/H/C/002736","Authorised","spheroids of human autologous matrix-associated chondrocytes","spheroids of human autologous matrix-associated chondrocytes","M09AX02","Repair of symptomatic articular cartilage defects of the femoral condyle and the patella of the knee (International Cartilage Repair Society [ICRS] grade III or IV) with defect sizes up to 10 cm2 in adults.","CO.DON Gmbh","10/07/2017","26/04/2018","03/03/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/spherox","spherox","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spherox spheroids of human autologous matrix associated chondrocytes spheroids of human autologous matrix associated chondrocytes m09ax02 co don gmbh"
"Human","Spikevax (previously COVID-19 Vaccine Moderna)","EMEA/H/C/005791","Authorised","COVID-19 mRNA vaccine","single-stranded, 5’-capped messenger RNA (mRNA) produced using a cell-free in vitro transcription from the corresponding DNA templates, encoding the viral spike (S) protein of SARS-CoV-2","J07BN01","Spikevax is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older. The use of this vaccine should be in accordance with official recommendations. Spikevax bivalent Original/Omicron BA.1 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 years of age and older who have previously received at least a primary vaccination course against COVID-19. The use of this vaccine should be in accordance with official recommendations. Spikevax bivalent Original/Omicron BA.4-5 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older.&nbsp;The use of this vaccine should be in accordance with official recommendations. Spikevax XBB.1.5 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older. Spikevax JN.1 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older.&nbsp;The use of this vaccine should be in accordance with official recommendations. Spikevax JN.1 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older.&nbsp;The use of this vaccine should be in accordance with official recommendations. Spikevax LP.8.1 is indicated for active immunisation to prevent COVID 19 caused by SARS-CoV-2 in individuals 6 months of age and older. The use of this vaccine should be in accordance with official recommendations.","Moderna Biotech Spain, S.L.","06/01/2021","20/01/2021","30/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/spikevax","spikevax","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spikevax previously covid 19 vaccine moderna single stranded 5 capped messenger rna mrna produced using a cell free in vitro transcription from the corresponding dna templates encoding the viral spike s protein of sars cov 2 covid 19 mrna vaccine j07bn01 moderna biotech spain s l"
