ATC;Anbefaling
R03AL08;Overvej seponering af inhalationssteroid (ICS) ved stabil KOL med eosinofilocytter i blod under 0,15 x 109/L. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandling i 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R03AK;Overvej seponering af inhalationssteroid (ICS) ved stabil KOL med eosinofilocytter i blod under 0,15 x 109/L. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandling i 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R03AK;Overvej seponering af inhalationssteroid (ICS) ved eosinofilocytter i blod mellem 0,15^0,3 x 109/L og højst 1 exacerbation årligt samt en lungefunktion (FEV1) over 1,5 L eller over 50 %. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandlingi 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R03BA;Overvej seponering af inhalationssteroid (ICS) ved eosinofilocytter i blod mellem 0,15^0,3 x 109/L og højst 1 exacerbation årligt samt en lungefunktion (FEV1) over 1,5 L eller over 50 %. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandlingi 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R03AL;Overvej seponering af inhalationssteroid (ICS) ved eosinofilocytter i blod mellem 0,15^0,3 x 109/L og højst 1 exacerbation årligt samt en lungefunktion (FEV1) over 1,5 L eller over 50 %. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandlingi 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R06AD;Seponér sederende antihistaminer ved søvnløshed. HVORFOR: Effekten er lille til moderat, og der udvikles hurtigt tolerance. Risiko for dagsedation. Der er rapporteret tilfælde af misbrug. HVORDAN: Kan seponeres uden aftrapning.
R06AA02;Seponér sederende antihistaminer ved søvnløshed. HVORFOR: Effekten er lille til moderat, og der udvikles hurtigt tolerance. Risiko for dagsedation. Der er rapporteret tilfælde af misbrug. HVORDAN: Kan seponeres uden aftrapning.
R06AE05;Seponér sederende antihistaminer ved søvnløshed. HVORFOR: Effekten er lille til moderat, og der udvikles hurtigt tolerance. Risiko for dagsedation. Der er rapporteret tilfælde af misbrug. HVORDAN: Kan seponeres uden aftrapning.
N05BB01;Seponér sederende antihistaminer ved søvnløshed. HVORFOR: Effekten er lille til moderat, og der udvikles hurtigt tolerance. Risiko for dagsedation. Der er rapporteret tilfælde af misbrug. HVORDAN: Kan seponeres uden aftrapning.
R06AE03;Seponér sederende antihistaminer ved søvnløshed. HVORFOR: Effekten er lille til moderat, og der udvikles hurtigt tolerance. Risiko for dagsedation. Der er rapporteret tilfælde af misbrug. HVORDAN: Kan seponeres uden aftrapning.
R06AA04;Seponér sederende antihistaminer ved søvnløshed. HVORFOR: Effekten er lille til moderat, og der udvikles hurtigt tolerance. Risiko for dagsedation. Der er rapporteret tilfælde af misbrug. HVORDAN: Kan seponeres uden aftrapning.
R06AD;Seponér sederende antihistaminer ved angst og uro. HVORFOR: Effekten er lille til moderat. Tolerans udvikles hurtigt. Risiko for dagsedation og misbrugspotentiale. Promethazin er et stof med stærk antikolinerg virkning og man bør derfor overveje at seponere uafhængig af øvrig medicin ved observerede bivirkninger. HVORDAN: Kan seponeres uden aftrapning.
R06AA02;Seponér sederende antihistaminer ved angst og uro. HVORFOR: Effekten er lille til moderat. Tolerans udvikles hurtigt. Risiko for dagsedation og misbrugspotentiale. Promethazin er et stof med stærk antikolinerg virkning og man bør derfor overveje at seponere uafhængig af øvrig medicin ved observerede bivirkninger. HVORDAN: Kan seponeres uden aftrapning.
R06AE05;Seponér sederende antihistaminer ved angst og uro. HVORFOR: Effekten er lille til moderat. Tolerans udvikles hurtigt. Risiko for dagsedation og misbrugspotentiale. Promethazin er et stof med stærk antikolinerg virkning og man bør derfor overveje at seponere uafhængig af øvrig medicin ved observerede bivirkninger. HVORDAN: Kan seponeres uden aftrapning.
N05BB01;Seponér sederende antihistaminer ved angst og uro. HVORFOR: Effekten er lille til moderat. Tolerans udvikles hurtigt. Risiko for dagsedation og misbrugspotentiale. Promethazin er et stof med stærk antikolinerg virkning og man bør derfor overveje at seponere uafhængig af øvrig medicin ved observerede bivirkninger. HVORDAN: Kan seponeres uden aftrapning.
R06AE03;Seponér sederende antihistaminer ved angst og uro. HVORFOR: Effekten er lille til moderat. Tolerans udvikles hurtigt. Risiko for dagsedation og misbrugspotentiale. Promethazin er et stof med stærk antikolinerg virkning og man bør derfor overveje at seponere uafhængig af øvrig medicin ved observerede bivirkninger. HVORDAN: Kan seponeres uden aftrapning.
R06AA04;Seponér sederende antihistaminer ved angst og uro. HVORFOR: Effekten er lille til moderat. Tolerans udvikles hurtigt. Risiko for dagsedation og misbrugspotentiale. Promethazin er et stof med stærk antikolinerg virkning og man bør derfor overveje at seponere uafhængig af øvrig medicin ved observerede bivirkninger. HVORDAN: Kan seponeres uden aftrapning.
